,algorithm,num_nodes,ratio_fraction,domain_size,sample_size,trial,time,equiv,precision,recall,f1,pure,structural
2707,GHC,20,1.1,2,100,2,0.16225504875183105,False,0.6428571428571429,0.42857142857142855,0.5142857142857143,17,22
2708,FCI,20,1.1,2,100,2,0.019537925720214844,False,-1.0,-1.0,-1.0,-1,-1
2709,MIIC,20,1.1,2,100,3,0.011763811111450195,False,0.4166666666666667,0.22727272727272727,0.29411764705882354,24,27
2710,GHC,20,1.1,2,100,3,0.16454601287841797,False,0.5714285714285714,0.36363636363636365,0.4444444444444444,20,24
2711,FCI,20,1.1,2,100,3,0.011507987976074219,False,0.7142857142857143,0.22727272727272727,0.3448275862068965,19,22
2712,MIIC,20,1.1,2,100,4,0.008040904998779297,False,0.6666666666666666,0.18181818181818182,0.28571428571428575,20,23
2713,GHC,20,1.1,2,100,4,0.14962291717529297,False,0.5,0.22727272727272727,0.3125,22,25
2714,FCI,20,1.1,2,100,4,0.011266946792602539,False,1.0,0.18181818181818182,0.3076923076923077,18,21
2715,MIIC,20,1.1,2,250,0,0.013416290283203125,False,0.6,0.4090909090909091,0.4864864864864865,19,23
2716,GHC,20,1.1,2,250,0,0.16686105728149414,False,0.5625,0.4090909090909091,0.47368421052631576,20,24
2717,FCI,20,1.1,2,250,0,0.014731168746948242,False,-1.0,-1.0,-1.0,-1,-1
2718,MIIC,20,1.1,2,250,1,0.012479066848754883,False,0.9230769230769231,0.5454545454545454,0.6857142857142856,11,19
2719,GHC,20,1.1,2,250,1,0.16782307624816895,False,0.8125,0.5909090909090909,0.6842105263157896,12,20
2720,FCI,20,1.1,2,250,1,0.015316963195800781,False,-1.0,-1.0,-1.0,-1,-1
2721,MIIC,20,1.1,2,250,2,0.01220393180847168,False,0.8,0.36363636363636365,0.5000000000000001,16,23
2722,GHC,20,1.1,2,250,2,0.1487410068511963,False,0.8,0.36363636363636365,0.5000000000000001,16,21
2723,FCI,20,1.1,2,250,2,0.013337135314941406,False,-1.0,-1.0,-1.0,-1,-1
2724,MIIC,20,1.1,2,250,3,0.013834953308105469,False,0.9285714285714286,0.5909090909090909,0.7222222222222223,10,15
2725,GHC,20,1.1,2,250,3,0.17419791221618652,False,0.7647058823529411,0.5909090909090909,0.6666666666666667,13,21
2726,FCI,20,1.1,2,250,3,0.021712064743041992,False,-1.0,-1.0,-1.0,-1,-1
2727,MIIC,20,1.1,2,250,4,0.013977766036987305,False,0.9375,0.6818181818181818,0.7894736842105263,8,10
2728,GHC,20,1.1,2,250,4,0.17238497734069824,False,0.7222222222222222,0.5909090909090909,0.65,14,17
2729,FCI,20,1.1,2,250,4,0.0192718505859375,False,-1.0,-1.0,-1.0,-1,-1
2730,MIIC,20,1.1,2,500,0,0.01697707176208496,False,0.9375,0.6818181818181818,0.7894736842105263,8,11
2731,GHC,20,1.1,2,500,0,0.17328691482543945,False,0.8888888888888888,0.7272727272727273,0.7999999999999999,8,10
2732,FCI,20,1.1,2,500,0,0.02751326560974121,False,-1.0,-1.0,-1.0,-1,-1
2733,MIIC,20,1.1,2,500,1,0.017353057861328125,False,0.875,0.6363636363636364,0.7368421052631579,10,20
2734,GHC,20,1.1,2,500,1,0.1703650951385498,False,0.8333333333333334,0.6818181818181818,0.7499999999999999,10,15
2735,FCI,20,1.1,2,500,1,0.021538734436035156,False,-1.0,-1.0,-1.0,-1,-1
2736,MIIC,20,1.1,2,500,2,0.012819051742553711,False,0.9166666666666666,0.5,0.6470588235294118,12,17
2737,GHC,20,1.1,2,500,2,0.15831327438354492,False,0.8571428571428571,0.5454545454545454,0.6666666666666665,12,15
2738,FCI,20,1.1,2,500,2,0.017889022827148438,False,-1.0,-1.0,-1.0,-1,-1
2739,MIIC,20,1.1,2,500,3,0.016576051712036133,False,0.9411764705882353,0.7272727272727273,0.8205128205128205,7,12
2740,GHC,20,1.1,2,500,3,0.18309402465820312,False,0.8421052631578947,0.7272727272727273,0.7804878048780488,9,18
2741,FCI,20,1.1,2,500,3,0.06361913681030273,False,-1.0,-1.0,-1.0,-1,-1
2742,MIIC,20,1.1,2,500,4,0.02010798454284668,False,0.7777777777777778,0.6363636363636364,0.7000000000000001,12,17
2743,GHC,20,1.1,2,500,4,0.17209386825561523,False,0.7777777777777778,0.6363636363636364,0.7000000000000001,12,18
2744,FCI,20,1.1,2,500,4,0.01824498176574707,False,-1.0,-1.0,-1.0,-1,-1
2745,MIIC,20,1.1,2,1000,0,0.018371105194091797,False,0.8333333333333334,0.6818181818181818,0.7499999999999999,10,12
2746,GHC,20,1.1,2,1000,0,0.17797517776489258,False,0.8095238095238095,0.7727272727272727,0.7906976744186046,9,15
2747,FCI,20,1.1,2,1000,0,0.04126286506652832,False,-1.0,-1.0,-1.0,-1,-1
2748,MIIC,20,1.1,2,1000,1,0.022509098052978516,False,0.9375,0.6818181818181818,0.7894736842105263,8,12
2749,GHC,20,1.1,2,1000,1,0.17647504806518555,False,0.7142857142857143,0.6818181818181818,0.6976744186046512,13,23
2750,FCI,20,1.1,2,1000,1,0.05354595184326172,False,-1.0,-1.0,-1.0,-1,-1
2751,MIIC,20,1.1,2,1000,2,0.023018836975097656,False,0.8888888888888888,0.7272727272727273,0.7999999999999999,8,11
2752,GHC,20,1.1,2,1000,2,0.18285322189331055,False,0.72,0.8181818181818182,0.7659574468085107,11,18
2753,FCI,20,1.1,2,1000,2,0.02693772315979004,False,-1.0,-1.0,-1.0,-1,-1
2754,MIIC,20,1.1,2,1000,3,0.02177596092224121,False,1.0,0.7727272727272727,0.8717948717948718,5,13
2755,GHC,20,1.1,2,1000,3,0.17632603645324707,False,0.9,0.8181818181818182,0.8571428571428572,6,12
2756,FCI,20,1.1,2,1000,3,0.11601710319519043,False,-1.0,-1.0,-1.0,-1,-1
2757,MIIC,20,1.1,2,1000,4,0.023858070373535156,False,1.0,0.8636363636363636,0.9268292682926829,3,9
2758,GHC,20,1.1,2,1000,4,0.1796112060546875,False,0.8571428571428571,0.8181818181818182,0.8372093023255814,7,21
2759,FCI,20,1.1,2,1000,4,0.04817366600036621,False,-1.0,-1.0,-1.0,-1,-1
2760,MIIC,20,1.1,3,100,0,0.013214826583862305,False,0.8333333333333334,0.45454545454545453,0.5882352941176471,14,19
2761,GHC,20,1.1,3,100,0,0.15177130699157715,False,0.7272727272727273,0.36363636363636365,0.4848484848484849,17,21
2762,FCI,20,1.1,3,100,0,0.016541004180908203,False,-1.0,-1.0,-1.0,-1,-1
2763,MIIC,20,1.1,3,100,1,0.011179208755493164,False,0.8333333333333334,0.45454545454545453,0.5882352941176471,14,20
2764,GHC,20,1.1,3,100,1,0.14963579177856445,False,1.0,0.4090909090909091,0.5806451612903226,13,18
2765,FCI,20,1.1,3,100,1,0.014045953750610352,False,-1.0,-1.0,-1.0,-1,-1
2766,MIIC,20,1.1,3,100,2,0.010584831237792969,False,0.75,0.4090909090909091,0.5294117647058824,16,23
2767,GHC,20,1.1,3,100,2,0.15975522994995117,False,0.7857142857142857,0.5,0.6111111111111112,14,20
2768,FCI,20,1.1,3,100,2,0.012948036193847656,False,-1.0,-1.0,-1.0,-1,-1
2769,MIIC,20,1.1,3,100,3,0.009763956069946289,False,0.9,0.4090909090909091,0.5625000000000001,14,20
2770,GHC,20,1.1,3,100,3,0.1499929428100586,False,1.0,0.4090909090909091,0.5806451612903226,13,19
2771,FCI,20,1.1,3,100,3,0.013207674026489258,False,-1.0,-1.0,-1.0,-1,-1
2772,MIIC,20,1.1,3,100,4,0.009909868240356445,False,0.6363636363636364,0.3181818181818182,0.4242424242424242,19,23
2773,GHC,20,1.1,3,100,4,0.16126203536987305,False,0.5333333333333333,0.36363636363636365,0.43243243243243246,21,25
2774,FCI,20,1.1,3,100,4,0.012807130813598633,False,-1.0,-1.0,-1.0,-1,-1
2775,MIIC,20,1.1,3,250,0,0.01043081283569336,False,0.9,0.4090909090909091,0.5625000000000001,14,19
2776,GHC,20,1.1,3,250,0,0.15753602981567383,False,1.0,0.4090909090909091,0.5806451612903226,13,18
2777,FCI,20,1.1,3,250,0,0.017160892486572266,False,-1.0,-1.0,-1.0,-1,-1
2778,MIIC,20,1.1,3,250,1,0.014985799789428711,False,0.875,0.6363636363636364,0.7368421052631579,10,17
2779,GHC,20,1.1,3,250,1,0.16389203071594238,False,1.0,0.5909090909090909,0.7428571428571429,9,19
2780,FCI,20,1.1,3,250,1,0.021286964416503906,False,-1.0,-1.0,-1.0,-1,-1
2781,MIIC,20,1.1,3,250,2,0.011928081512451172,False,0.8461538461538461,0.5,0.6285714285714286,13,19
2782,GHC,20,1.1,3,250,2,0.16444993019104004,False,0.8666666666666667,0.5909090909090909,0.7027027027027029,11,16
2783,FCI,20,1.1,3,250,2,0.016432762145996094,False,-1.0,-1.0,-1.0,-1,-1
2784,MIIC,20,1.1,3,250,3,0.015442132949829102,False,0.7647058823529411,0.5909090909090909,0.6666666666666667,13,19
2785,GHC,20,1.1,3,250,3,0.17790889739990234,False,0.6666666666666666,0.6363636363636364,0.6511627906976744,15,22
2786,FCI,20,1.1,3,250,3,0.02597975730895996,False,-1.0,-1.0,-1.0,-1,-1
2787,MIIC,20,1.1,3,250,4,0.011559009552001953,False,1.0,0.5454545454545454,0.7058823529411764,10,10
2788,GHC,20,1.1,3,250,4,0.1518721580505371,False,0.9166666666666666,0.5,0.6470588235294118,12,16
2789,FCI,20,1.1,3,250,4,0.02030801773071289,False,0.8,0.18181818181818182,0.2962962962962963,19,20
2790,MIIC,20,1.1,3,500,0,0.014111042022705078,False,1.0,0.6363636363636364,0.7777777777777778,8,15
2791,GHC,20,1.1,3,500,0,0.16105198860168457,False,0.9285714285714286,0.5909090909090909,0.7222222222222223,10,14
2792,FCI,20,1.1,3,500,0,0.024150848388671875,False,-1.0,-1.0,-1.0,-1,-1
2793,MIIC,20,1.1,3,500,1,0.012382984161376953,False,0.9166666666666666,0.5,0.6470588235294118,12,14
2794,GHC,20,1.1,3,500,1,0.16169118881225586,False,0.7857142857142857,0.5,0.6111111111111112,14,18
2795,FCI,20,1.1,3,500,1,0.017767906188964844,False,-1.0,-1.0,-1.0,-1,-1
2796,MIIC,20,1.1,3,500,2,0.014612913131713867,False,1.0,0.5909090909090909,0.7428571428571429,9,14
2797,GHC,20,1.1,3,500,2,0.16297602653503418,False,0.9285714285714286,0.5909090909090909,0.7222222222222223,10,15
2798,FCI,20,1.1,3,500,2,0.019012928009033203,False,-1.0,-1.0,-1.0,-1,-1
2799,MIIC,20,1.1,3,500,3,0.014991998672485352,False,0.9,0.4090909090909091,0.5625000000000001,14,18
2800,GHC,20,1.1,3,500,3,0.15422272682189941,False,0.8181818181818182,0.4090909090909091,0.5454545454545455,15,19
2801,FCI,20,1.1,3,500,3,0.018071651458740234,False,-1.0,-1.0,-1.0,-1,-1
2802,MIIC,20,1.1,3,500,4,0.013226985931396484,False,1.0,0.5454545454545454,0.7058823529411764,10,17
2803,GHC,20,1.1,3,500,4,0.17481493949890137,False,0.8421052631578947,0.7272727272727273,0.7804878048780488,9,11
2804,FCI,20,1.1,3,500,4,0.020497798919677734,False,-1.0,-1.0,-1.0,-1,-1
2805,MIIC,20,1.1,3,1000,0,0.029053926467895508,False,0.9,0.8181818181818182,0.8571428571428572,6,15
2806,GHC,20,1.1,3,1000,0,0.17653298377990723,False,0.8636363636363636,0.8636363636363636,0.8636363636363636,6,11
2807,FCI,20,1.1,3,1000,0,0.03222393989562988,False,-1.0,-1.0,-1.0,-1,-1
2808,MIIC,20,1.1,3,1000,1,0.01681995391845703,False,1.0,0.6818181818181818,0.8108108108108109,7,9
2809,GHC,20,1.1,3,1000,1,0.16956686973571777,False,0.8,0.5454545454545454,0.6486486486486486,13,21
2810,FCI,20,1.1,3,1000,1,0.03241395950317383,False,-1.0,-1.0,-1.0,-1,-1
2811,MIIC,20,1.1,3,1000,2,0.018616676330566406,False,0.875,0.6363636363636364,0.7368421052631579,10,16
2812,GHC,20,1.1,3,1000,2,0.17661690711975098,False,0.8235294117647058,0.6363636363636364,0.717948717948718,11,15
2813,FCI,20,1.1,3,1000,2,0.020539045333862305,False,-1.0,-1.0,-1.0,-1,-1
2814,MIIC,20,1.1,3,1000,3,0.017179012298583984,False,1.0,0.7272727272727273,0.8421052631578948,6,8
2815,GHC,20,1.1,3,1000,3,0.18172478675842285,False,0.7727272727272727,0.7727272727272727,0.7727272727272727,10,19
2816,FCI,20,1.1,3,1000,3,0.031404972076416016,False,-1.0,-1.0,-1.0,-1,-1
2817,MIIC,20,1.1,3,1000,4,0.02024388313293457,False,1.0,0.7272727272727273,0.8421052631578948,6,7
2818,GHC,20,1.1,3,1000,4,0.1743910312652588,False,0.8333333333333334,0.6818181818181818,0.7499999999999999,10,17
2819,FCI,20,1.1,3,1000,4,0.07748079299926758,False,-1.0,-1.0,-1.0,-1,-1
2820,MIIC,20,1.1,4,100,0,0.010226011276245117,False,0.7,0.3181818181818182,0.4375,18,23
2821,GHC,20,1.1,4,100,0,0.1531050205230713,False,0.75,0.4090909090909091,0.5294117647058824,16,20
2822,FCI,20,1.1,4,100,0,0.01234292984008789,False,-1.0,-1.0,-1.0,-1,-1
2823,MIIC,20,1.1,4,100,1,0.010851860046386719,False,0.6666666666666666,0.36363636363636365,0.4705882352941177,18,23
2824,GHC,20,1.1,4,100,1,0.1484520435333252,False,0.4444444444444444,0.18181818181818182,0.2580645161290322,23,26
2825,FCI,20,1.1,4,100,1,0.013740062713623047,False,-1.0,-1.0,-1.0,-1,-1
2826,MIIC,20,1.1,4,100,2,0.008564949035644531,False,1.0,0.3181818181818182,0.4827586206896552,15,20
2827,GHC,20,1.1,4,100,2,0.1425333023071289,False,0.8333333333333334,0.22727272727272727,0.35714285714285715,18,22
2828,FCI,20,1.1,4,100,2,0.013646125793457031,False,0.5714285714285714,0.18181818181818182,0.27586206896551724,21,24
2829,MIIC,20,1.1,4,100,3,0.007910013198852539,False,1.0,0.2727272727272727,0.42857142857142855,16,18
2830,GHC,20,1.1,4,100,3,0.13881492614746094,False,1.0,0.13636363636363635,0.24000000000000002,19,20
2831,FCI,20,1.1,4,100,3,0.012803077697753906,False,-1.0,-1.0,-1.0,-1,-1
2832,MIIC,20,1.1,4,100,4,0.008559942245483398,False,0.7142857142857143,0.22727272727272727,0.3448275862068965,19,23
2833,GHC,20,1.1,4,100,4,0.1349940299987793,False,1.0,0.13636363636363635,0.24000000000000002,19,21
2834,FCI,20,1.1,4,100,4,0.012877225875854492,False,-1.0,-1.0,-1.0,-1,-1
2835,MIIC,20,1.1,4,250,0,0.010951757431030273,False,1.0,0.5,0.6666666666666666,11,12
2836,GHC,20,1.1,4,250,0,0.14902782440185547,False,1.0,0.45454545454545453,0.625,12,12
2837,FCI,20,1.1,4,250,0,0.01749420166015625,False,-1.0,-1.0,-1.0,-1,-1
2838,MIIC,20,1.1,4,250,1,0.009707927703857422,False,1.0,0.36363636363636365,0.5333333333333333,14,19
2839,GHC,20,1.1,4,250,1,0.14192891120910645,False,1.0,0.2727272727272727,0.42857142857142855,16,19
2840,FCI,20,1.1,4,250,1,0.017564773559570312,False,-1.0,-1.0,-1.0,-1,-1
2841,MIIC,20,1.1,4,250,2,0.013049125671386719,False,0.8461538461538461,0.5,0.6285714285714286,13,23
2842,GHC,20,1.1,4,250,2,0.15173888206481934,False,0.8181818181818182,0.4090909090909091,0.5454545454545455,15,23
2843,FCI,20,1.1,4,250,2,0.017461061477661133,False,-1.0,-1.0,-1.0,-1,-1
2844,MIIC,20,1.1,4,250,3,0.010631084442138672,False,1.0,0.47619047619047616,0.6451612903225806,11,17
2845,GHC,20,1.1,4,250,3,0.14963603019714355,False,0.9,0.42857142857142855,0.5806451612903225,13,18
2846,FCI,20,1.1,4,250,3,0.015540838241577148,False,-1.0,-1.0,-1.0,-1,-1
2847,MIIC,20,1.1,4,250,4,0.010683774948120117,False,0.9090909090909091,0.45454545454545453,0.6060606060606061,13,21
2848,GHC,20,1.1,4,250,4,0.14833617210388184,False,1.0,0.4090909090909091,0.5806451612903226,13,20
2849,FCI,20,1.1,4,250,4,0.014806985855102539,False,-1.0,-1.0,-1.0,-1,-1
2850,MIIC,20,1.1,4,500,0,0.014516830444335938,False,0.9166666666666666,0.5,0.6470588235294118,12,18
2851,GHC,20,1.1,4,500,0,0.1600790023803711,False,0.8461538461538461,0.5,0.6285714285714286,13,16
2852,FCI,20,1.1,4,500,0,0.02025890350341797,False,-1.0,-1.0,-1.0,-1,-1
2853,MIIC,20,1.1,4,500,1,0.01412510871887207,False,1.0,0.6363636363636364,0.7777777777777778,8,10
2854,GHC,20,1.1,4,500,1,0.1564490795135498,False,1.0,0.5454545454545454,0.7058823529411764,10,16
2855,FCI,20,1.1,4,500,1,0.018448829650878906,False,-1.0,-1.0,-1.0,-1,-1
2856,MIIC,20,1.1,4,500,2,0.013147115707397461,False,1.0,0.6363636363636364,0.7777777777777778,8,14
2857,GHC,20,1.1,4,500,2,0.1564168930053711,False,0.9166666666666666,0.5,0.6470588235294118,12,16
2858,FCI,20,1.1,4,500,2,0.022235870361328125,False,-1.0,-1.0,-1.0,-1,-1
2859,MIIC,20,1.1,4,500,3,0.015281200408935547,False,1.0,0.7272727272727273,0.8421052631578948,6,10
2860,GHC,20,1.1,4,500,3,0.1589488983154297,False,1.0,0.6818181818181818,0.8108108108108109,7,13
2861,FCI,20,1.1,4,500,3,0.03326416015625,False,-1.0,-1.0,-1.0,-1,-1
2862,MIIC,20,1.1,4,500,4,0.014055013656616211,False,1.0,0.6818181818181818,0.8108108108108109,7,10
2863,GHC,20,1.1,4,500,4,0.16471076011657715,False,0.9375,0.6818181818181818,0.7894736842105263,8,13
2864,FCI,20,1.1,4,500,4,0.022170305252075195,False,-1.0,-1.0,-1.0,-1,-1
2865,MIIC,20,1.1,4,1000,0,0.019650936126708984,False,0.9473684210526315,0.8181818181818182,0.8780487804878049,5,8
2866,GHC,20,1.1,4,1000,0,0.19165992736816406,False,0.9090909090909091,0.9090909090909091,0.9090909090909091,4,6
2867,FCI,20,1.1,4,1000,0,0.12195611000061035,False,-1.0,-1.0,-1.0,-1,-1
2868,MIIC,20,1.1,4,1000,1,0.01890087127685547,False,1.0,0.7272727272727273,0.8421052631578948,6,8
2869,GHC,20,1.1,4,1000,1,0.17717909812927246,False,0.8666666666666667,0.5909090909090909,0.7027027027027029,11,18
2870,FCI,20,1.1,4,1000,1,0.07942390441894531,False,-1.0,-1.0,-1.0,-1,-1
2871,MIIC,20,1.1,4,1000,2,0.02450728416442871,False,1.0,0.8636363636363636,0.9268292682926829,3,4
2872,GHC,20,1.1,4,1000,2,0.18179011344909668,False,0.9047619047619048,0.8636363636363636,0.8837209302325582,5,12
2873,FCI,20,1.1,4,1000,2,0.06064271926879883,False,-1.0,-1.0,-1.0,-1,-1
2874,MIIC,20,1.1,4,1000,3,0.020246028900146484,False,1.0,0.7727272727272727,0.8717948717948718,5,7
2875,GHC,20,1.1,4,1000,3,0.17388701438903809,False,0.8888888888888888,0.7272727272727273,0.7999999999999999,8,21
2876,FCI,20,1.1,4,1000,3,0.030764102935791016,False,-1.0,-1.0,-1.0,-1,-1
2877,MIIC,20,1.1,4,1000,4,0.020144224166870117,False,1.0,0.8181818181818182,0.9,4,4
2878,GHC,20,1.1,4,1000,4,0.18387508392333984,False,1.0,0.6818181818181818,0.8108108108108109,7,8
2879,FCI,20,1.1,4,1000,4,0.027737855911254883,False,-1.0,-1.0,-1.0,-1,-1
2880,MIIC,20,1.3,2,100,0,0.01195073127746582,False,0.6923076923076923,0.36,0.47368421052631576,20,27
2881,GHC,20,1.3,2,100,0,0.15091609954833984,False,0.7272727272727273,0.32,0.4444444444444444,20,27
2882,FCI,20,1.3,2,100,0,0.013990163803100586,False,-1.0,-1.0,-1.0,-1,-1
2883,MIIC,20,1.3,2,100,1,0.01556706428527832,False,0.7777777777777778,0.5384615384615384,0.6363636363636364,16,19
2884,GHC,20,1.3,2,100,1,0.1685011386871338,False,0.7222222222222222,0.5,0.5909090909090908,18,23
2885,FCI,20,1.3,2,100,1,0.014548301696777344,False,-1.0,-1.0,-1.0,-1,-1
2886,MIIC,20,1.3,2,100,2,0.011063098907470703,False,0.5833333333333334,0.2692307692307692,0.3684210526315789,24,28
2887,GHC,20,1.3,2,100,2,0.1591176986694336,False,0.6428571428571429,0.34615384615384615,0.45,22,26
2888,FCI,20,1.3,2,100,2,0.012445211410522461,False,-1.0,-1.0,-1.0,-1,-1
2889,MIIC,20,1.3,2,100,3,0.01457834243774414,False,0.7222222222222222,0.5,0.5909090909090908,18,26
2890,GHC,20,1.3,2,100,3,0.17363929748535156,False,0.6190476190476191,0.5,0.5531914893617021,21,28
2891,FCI,20,1.3,2,100,3,0.01736283302307129,False,-1.0,-1.0,-1.0,-1,-1
2892,MIIC,20,1.3,2,100,4,0.012018918991088867,False,0.7692307692307693,0.38461538461538464,0.5128205128205128,19,24
2893,GHC,20,1.3,2,100,4,0.15868592262268066,False,0.7142857142857143,0.38461538461538464,0.5,20,27
2894,FCI,20,1.3,2,100,4,0.015255212783813477,False,-1.0,-1.0,-1.0,-1,-1
2895,MIIC,20,1.3,2,250,0,0.01849198341369629,False,0.8,0.6153846153846154,0.6956521739130435,14,21
2896,GHC,20,1.3,2,250,0,0.17307305335998535,False,0.8421052631578947,0.6153846153846154,0.7111111111111111,13,22
2897,FCI,20,1.3,2,250,0,0.018804073333740234,False,-1.0,-1.0,-1.0,-1,-1
2898,MIIC,20,1.3,2,250,1,0.014837980270385742,False,0.8125,0.5,0.6190476190476191,16,23
2899,GHC,20,1.3,2,250,1,0.16754508018493652,False,0.8235294117647058,0.5384615384615384,0.6511627906976744,15,24
2900,FCI,20,1.3,2,250,1,0.018576860427856445,False,-1.0,-1.0,-1.0,-1,-1
2901,MIIC,20,1.3,2,250,2,0.01569390296936035,False,1.0,0.5384615384615384,0.7000000000000001,12,17
2902,GHC,20,1.3,2,250,2,0.16902780532836914,False,0.8333333333333334,0.5769230769230769,0.6818181818181818,14,19
2903,FCI,20,1.3,2,250,2,0.021332263946533203,False,-1.0,-1.0,-1.0,-1,-1
2904,MIIC,20,1.3,2,250,3,0.013676881790161133,False,0.625,0.38461538461538464,0.4761904761904762,22,28
2905,GHC,20,1.3,2,250,3,0.15683913230895996,False,0.7142857142857143,0.38461538461538464,0.5,20,26
2906,FCI,20,1.3,2,250,3,0.018168926239013672,False,-1.0,-1.0,-1.0,-1,-1
2907,MIIC,20,1.3,2,250,4,0.013069868087768555,False,0.8461538461538461,0.4230769230769231,0.5641025641025641,17,22
2908,GHC,20,1.3,2,250,4,0.16080689430236816,False,0.7333333333333333,0.4230769230769231,0.5365853658536585,19,20
2909,FCI,20,1.3,2,250,4,0.021747112274169922,False,-1.0,-1.0,-1.0,-1,-1
2910,MIIC,20,1.3,2,500,0,0.02181696891784668,False,0.84,0.8076923076923077,0.8235294117647058,9,20
2911,GHC,20,1.3,2,500,0,0.1793830394744873,False,0.9130434782608695,0.8076923076923077,0.8571428571428572,7,13
2912,FCI,20,1.3,2,500,0,0.35031604766845703,False,-1.0,-1.0,-1.0,-1,-1
2913,MIIC,20,1.3,2,500,1,0.01915597915649414,False,1.0,0.6923076923076923,0.8181818181818181,8,14
2914,GHC,20,1.3,2,500,1,0.17795825004577637,False,0.8181818181818182,0.6923076923076923,0.7500000000000001,12,20
2915,FCI,20,1.3,2,500,1,0.21825695037841797,False,-1.0,-1.0,-1.0,-1,-1
2916,MIIC,20,1.3,2,500,2,0.014595985412597656,False,0.8571428571428571,0.48,0.6153846153846153,15,18
2917,GHC,20,1.3,2,500,2,0.16016697883605957,False,0.8,0.48,0.6,16,20
2918,FCI,20,1.3,2,500,2,0.02845597267150879,False,-1.0,-1.0,-1.0,-1,-1
2919,MIIC,20,1.3,2,500,3,0.01639866828918457,False,0.875,0.5384615384615384,0.6666666666666667,14,18
2920,GHC,20,1.3,2,500,3,0.17325115203857422,False,0.75,0.5769230769230769,0.6521739130434783,16,23
2921,FCI,20,1.3,2,500,3,0.032868146896362305,False,-1.0,-1.0,-1.0,-1,-1
2922,MIIC,20,1.3,2,500,4,0.014421224594116211,False,1.0,0.46153846153846156,0.631578947368421,14,16
2923,GHC,20,1.3,2,500,4,0.1576402187347412,False,0.8461538461538461,0.4230769230769231,0.5641025641025641,17,22
2924,FCI,20,1.3,2,500,4,0.017336130142211914,False,-1.0,-1.0,-1.0,-1,-1
2925,MIIC,20,1.3,2,1000,0,0.027286052703857422,False,0.7727272727272727,0.6538461538461539,0.7083333333333333,14,20
2926,GHC,20,1.3,2,1000,0,0.1857290267944336,False,0.84,0.8076923076923077,0.8235294117647058,9,19
2927,FCI,20,1.3,2,1000,0,0.38184285163879395,False,-1.0,-1.0,-1.0,-1,-1
2928,MIIC,20,1.3,2,1000,1,0.02467823028564453,False,1.0,0.7692307692307693,0.8695652173913044,6,14
2929,GHC,20,1.3,2,1000,1,0.18692922592163086,False,0.8076923076923077,0.8076923076923077,0.8076923076923077,10,18
2930,FCI,20,1.3,2,1000,1,0.2337329387664795,False,-1.0,-1.0,-1.0,-1,-1
2931,MIIC,20,1.3,2,1000,2,0.02085089683532715,False,1.0,0.76,0.8636363636363636,6,11
2932,GHC,20,1.3,2,1000,2,0.17752599716186523,False,0.782608695652174,0.72,0.7499999999999999,12,23
2933,FCI,20,1.3,2,1000,2,0.9710021018981934,False,-1.0,-1.0,-1.0,-1,-1
2934,MIIC,20,1.3,2,1000,3,0.020359039306640625,False,1.0,0.72,0.8372093023255813,7,12
2935,GHC,20,1.3,2,1000,3,0.18419289588928223,False,0.7916666666666666,0.76,0.7755102040816326,11,21
2936,FCI,20,1.3,2,1000,3,0.04365897178649902,False,-1.0,-1.0,-1.0,-1,-1
2937,MIIC,20,1.3,2,1000,4,0.02849721908569336,False,1.0,0.84,0.9130434782608696,4,12
2938,GHC,20,1.3,2,1000,4,0.19662117958068848,False,0.8275862068965517,0.96,0.888888888888889,6,14
2939,FCI,20,1.3,2,1000,4,0.15705394744873047,False,-1.0,-1.0,-1.0,-1,-1
2940,MIIC,20,1.3,3,100,0,0.010489225387573242,False,1.0,0.38461538461538464,0.5555555555555556,16,22
2941,GHC,20,1.3,3,100,0,0.15352702140808105,False,1.0,0.4230769230769231,0.5945945945945945,15,20
2942,FCI,20,1.3,3,100,0,0.014628887176513672,False,-1.0,-1.0,-1.0,-1,-1
2943,MIIC,20,1.3,3,100,1,0.012188196182250977,False,0.8666666666666667,0.5,0.6341463414634146,15,27
2944,GHC,20,1.3,3,100,1,0.15293431282043457,False,0.9166666666666666,0.4230769230769231,0.5789473684210527,16,24
2945,FCI,20,1.3,3,100,1,0.015080928802490234,False,-1.0,-1.0,-1.0,-1,-1
2946,MIIC,20,1.3,3,100,2,0.013527870178222656,False,0.6,0.34615384615384615,0.43902439024390244,23,30
2947,GHC,20,1.3,3,100,2,0.15996694564819336,False,0.4666666666666667,0.2692307692307692,0.3414634146341463,27,30
2948,FCI,20,1.3,3,100,2,0.017507076263427734,False,-1.0,-1.0,-1.0,-1,-1
2949,MIIC,20,1.3,3,100,3,0.011797904968261719,False,0.9285714285714286,0.5,0.65,14,22
2950,GHC,20,1.3,3,100,3,0.15955591201782227,False,1.0,0.5,0.6666666666666666,13,21
2951,FCI,20,1.3,3,100,3,0.015475749969482422,False,-1.0,-1.0,-1.0,-1,-1
2952,MIIC,20,1.3,3,100,4,0.008785009384155273,False,1.0,0.32,0.48484848484848486,17,24
2953,GHC,20,1.3,3,100,4,0.14714431762695312,False,1.0,0.28,0.43750000000000006,18,23
2954,FCI,20,1.3,3,100,4,0.012559175491333008,False,-1.0,-1.0,-1.0,-1,-1
2955,MIIC,20,1.3,3,250,0,0.013309955596923828,False,1.0,0.5769230769230769,0.7317073170731707,11,22
