,algorithm,num_nodes,ratio_fraction,domain_size,sample_size,trial,time,equiv,precision,recall,f1,pure,structural
920,FCI,10,1.1,2,250,1,0.004305124282836914,False,-1.0,-1.0,-1.0,-1,-1
921,MIIC,10,1.1,2,250,2,0.005443096160888672,False,0.8571428571428571,0.5454545454545454,0.6666666666666665,6,9
922,GHC,10,1.1,2,250,2,0.06112217903137207,False,0.8571428571428571,0.5454545454545454,0.6666666666666665,6,8
923,FCI,10,1.1,2,250,2,0.0030813217163085938,False,-1.0,-1.0,-1.0,-1,-1
924,MIIC,10,1.1,2,250,3,0.0032668113708496094,False,0.75,0.2727272727272727,0.39999999999999997,9,12
925,GHC,10,1.1,2,250,3,0.03716611862182617,False,0.6,0.2727272727272727,0.37499999999999994,10,13
926,FCI,10,1.1,2,250,3,0.0022966861724853516,False,1.0,0.2727272727272727,0.42857142857142855,8,11
927,MIIC,10,1.1,2,250,4,0.005029201507568359,False,0.7142857142857143,0.45454545454545453,0.5555555555555556,8,12
928,GHC,10,1.1,2,250,4,0.04474520683288574,False,1.0,0.6363636363636364,0.7777777777777778,4,7
929,FCI,10,1.1,2,250,4,0.0036499500274658203,False,1.0,0.45454545454545453,0.625,6,9
930,MIIC,10,1.1,2,500,0,0.00397801399230957,False,1.0,0.5454545454545454,0.7058823529411764,5,6
931,GHC,10,1.1,2,500,0,0.037899017333984375,False,1.0,0.5454545454545454,0.7058823529411764,5,6
932,FCI,10,1.1,2,500,0,0.004709005355834961,False,-1.0,-1.0,-1.0,-1,-1
933,MIIC,10,1.1,2,500,1,0.005266904830932617,False,1.0,0.8181818181818182,0.9,2,7
934,GHC,10,1.1,2,500,1,0.04342460632324219,False,0.9090909090909091,0.9090909090909091,0.9090909090909091,2,6
935,FCI,10,1.1,2,500,1,0.007013082504272461,False,-1.0,-1.0,-1.0,-1,-1
936,MIIC,10,1.1,2,500,2,0.0038170814514160156,False,0.8,0.36363636363636365,0.5000000000000001,8,12
937,GHC,10,1.1,2,500,2,0.03644585609436035,False,1.0,0.45454545454545453,0.625,6,9
938,FCI,10,1.1,2,500,2,0.0028848648071289062,False,-1.0,-1.0,-1.0,-1,-1
939,MIIC,10,1.1,2,500,3,0.005177021026611328,False,1.0,0.8,0.888888888888889,2,6
940,GHC,10,1.1,2,500,3,0.04147195816040039,False,0.9,0.9,0.9,2,6
941,FCI,10,1.1,2,500,3,0.005671024322509766,False,-1.0,-1.0,-1.0,-1,-1
942,MIIC,10,1.1,2,500,4,0.0054950714111328125,False,0.7777777777777778,0.6363636363636364,0.7000000000000001,6,7
943,GHC,10,1.1,2,500,4,0.04422283172607422,False,0.7,0.6363636363636364,0.6666666666666666,7,9
944,FCI,10,1.1,2,500,4,0.00658106803894043,False,-1.0,-1.0,-1.0,-1,-1
945,MIIC,10,1.1,2,1000,0,0.00581812858581543,False,1.0,0.7272727272727273,0.8421052631578948,3,5
946,GHC,10,1.1,2,1000,0,0.04131507873535156,False,1.0,0.8181818181818182,0.9,2,8
947,FCI,10,1.1,2,1000,0,0.0070912837982177734,False,-1.0,-1.0,-1.0,-1,-1
948,MIIC,10,1.1,2,1000,1,0.005728006362915039,False,1.0,0.8181818181818182,0.9,2,6
949,GHC,10,1.1,2,1000,1,0.04502391815185547,False,1.0,0.8181818181818182,0.9,2,3
950,FCI,10,1.1,2,1000,1,0.006658792495727539,False,-1.0,-1.0,-1.0,-1,-1
951,MIIC,10,1.1,2,1000,2,0.0047380924224853516,False,1.0,0.45454545454545453,0.625,6,10
952,GHC,10,1.1,2,1000,2,0.04268693923950195,False,0.8571428571428571,0.5454545454545454,0.6666666666666665,6,12
953,FCI,10,1.1,2,1000,2,0.005571842193603516,False,-1.0,-1.0,-1.0,-1,-1
954,MIIC,10,1.1,2,1000,3,0.0052471160888671875,False,0.875,0.6363636363636364,0.7368421052631579,5,8
955,GHC,10,1.1,2,1000,3,0.04107403755187988,False,1.0,0.6363636363636364,0.7777777777777778,4,6
956,FCI,10,1.1,2,1000,3,0.007225751876831055,False,-1.0,-1.0,-1.0,-1,-1
957,MIIC,10,1.1,2,1000,4,0.005059957504272461,False,1.0,0.6363636363636364,0.7777777777777778,4,4
958,GHC,10,1.1,2,1000,4,0.0407407283782959,False,0.8333333333333334,0.45454545454545453,0.5882352941176471,7,10
959,FCI,10,1.1,2,1000,4,0.004331111907958984,False,-1.0,-1.0,-1.0,-1,-1
960,MIIC,10,1.1,3,100,0,0.002875804901123047,False,1.0,0.36363636363636365,0.5333333333333333,7,8
961,GHC,10,1.1,3,100,0,0.03777289390563965,False,1.0,0.36363636363636365,0.5333333333333333,7,8
962,FCI,10,1.1,3,100,0,0.0028028488159179688,False,-1.0,-1.0,-1.0,-1,-1
963,MIIC,10,1.1,3,100,1,0.0030548572540283203,False,0.75,0.2727272727272727,0.39999999999999997,9,11
964,GHC,10,1.1,3,100,1,0.03514599800109863,False,0.5,0.09090909090909091,0.15384615384615385,11,11
965,FCI,10,1.1,3,100,1,0.0029408931732177734,False,-1.0,-1.0,-1.0,-1,-1
966,MIIC,10,1.1,3,100,2,0.0031130313873291016,False,0.8,0.36363636363636365,0.5000000000000001,8,10
967,GHC,10,1.1,3,100,2,0.0377349853515625,False,0.8,0.36363636363636365,0.5000000000000001,8,10
968,FCI,10,1.1,3,100,2,0.0035829544067382812,False,-1.0,-1.0,-1.0,-1,-1
969,MIIC,10,1.1,3,100,3,0.0035779476165771484,False,0.8,0.36363636363636365,0.5000000000000001,8,10
970,GHC,10,1.1,3,100,3,0.04184412956237793,False,0.7142857142857143,0.45454545454545453,0.5555555555555556,8,10
971,FCI,10,1.1,3,100,3,0.003033876419067383,False,-1.0,-1.0,-1.0,-1,-1
972,MIIC,10,1.1,3,100,4,0.0032660961151123047,False,0.8,0.36363636363636365,0.5000000000000001,8,9
973,GHC,10,1.1,3,100,4,0.03845477104187012,False,1.0,0.45454545454545453,0.625,6,9
974,FCI,10,1.1,3,100,4,0.0028328895568847656,False,1.0,0.2727272727272727,0.42857142857142855,8,9
975,MIIC,10,1.1,3,250,0,0.0035009384155273438,False,1.0,0.45454545454545453,0.625,6,8
976,GHC,10,1.1,3,250,0,0.038307905197143555,False,1.0,0.5454545454545454,0.7058823529411764,5,6
977,FCI,10,1.1,3,250,0,0.004621028900146484,False,-1.0,-1.0,-1.0,-1,-1
978,MIIC,10,1.1,3,250,1,0.0032901763916015625,False,1.0,0.45454545454545453,0.625,6,9
979,GHC,10,1.1,3,250,1,0.03968310356140137,False,0.8333333333333334,0.45454545454545453,0.5882352941176471,7,10
980,FCI,10,1.1,3,250,1,0.003244161605834961,False,-1.0,-1.0,-1.0,-1,-1
981,MIIC,10,1.1,3,250,2,0.004096031188964844,False,1.0,0.6363636363636364,0.7777777777777778,4,7
982,GHC,10,1.1,3,250,2,0.04234910011291504,False,0.8888888888888888,0.7272727272727273,0.7999999999999999,4,7
983,FCI,10,1.1,3,250,2,0.005454063415527344,False,-1.0,-1.0,-1.0,-1,-1
984,MIIC,10,1.1,3,250,3,0.0046539306640625,False,1.0,0.7272727272727273,0.8421052631578948,3,4
985,GHC,10,1.1,3,250,3,0.04037213325500488,False,1.0,0.7272727272727273,0.8421052631578948,3,5
986,FCI,10,1.1,3,250,3,0.00816798210144043,False,-1.0,-1.0,-1.0,-1,-1
987,MIIC,10,1.1,3,250,4,0.0040509700775146484,False,1.0,0.6363636363636364,0.7777777777777778,4,8
988,GHC,10,1.1,3,250,4,0.03837895393371582,False,1.0,0.5454545454545454,0.7058823529411764,5,6
989,FCI,10,1.1,3,250,4,0.004338264465332031,False,-1.0,-1.0,-1.0,-1,-1
990,MIIC,10,1.1,3,500,0,0.00427699089050293,False,1.0,0.7272727272727273,0.8421052631578948,3,4
991,GHC,10,1.1,3,500,0,0.040405988693237305,False,1.0,0.7272727272727273,0.8421052631578948,3,4
992,FCI,10,1.1,3,500,0,0.006329059600830078,False,-1.0,-1.0,-1.0,-1,-1
993,MIIC,10,1.1,3,500,1,0.00335693359375,False,1.0,0.4,0.5714285714285715,6,8
994,GHC,10,1.1,3,500,1,0.036669015884399414,False,0.6,0.3,0.4,9,10
995,FCI,10,1.1,3,500,1,0.003195047378540039,False,-1.0,-1.0,-1.0,-1,-1
996,MIIC,10,1.1,3,500,2,0.0046579837799072266,False,1.0,0.6363636363636364,0.7777777777777778,4,7
997,GHC,10,1.1,3,500,2,0.041712284088134766,False,1.0,0.8181818181818182,0.9,2,2
998,FCI,10,1.1,3,500,2,0.012275218963623047,False,-1.0,-1.0,-1.0,-1,-1
999,MIIC,10,1.1,3,500,3,0.0049741268157958984,False,1.0,0.8181818181818182,0.9,2,6
1000,GHC,10,1.1,3,500,3,0.04167294502258301,False,1.0,0.8181818181818182,0.9,2,6
1001,FCI,10,1.1,3,500,3,0.014781951904296875,False,-1.0,-1.0,-1.0,-1,-1
1002,MIIC,10,1.1,3,500,4,0.00475311279296875,False,1.0,0.8181818181818182,0.9,2,3
1003,GHC,10,1.1,3,500,4,0.040357112884521484,False,1.0,0.8181818181818182,0.9,2,5
1004,FCI,10,1.1,3,500,4,0.0048639774322509766,False,-1.0,-1.0,-1.0,-1,-1
1005,MIIC,10,1.1,3,1000,0,0.006191730499267578,False,0.9090909090909091,0.9090909090909091,0.9090909090909091,2,4
1006,GHC,10,1.1,3,1000,0,0.04238629341125488,False,0.9,0.8181818181818182,0.8571428571428572,3,5
1007,FCI,10,1.1,3,1000,0,0.019078969955444336,False,-1.0,-1.0,-1.0,-1,-1
1008,MIIC,10,1.1,3,1000,1,0.006716251373291016,False,1.0,1.0,1.0,0,0
1009,GHC,10,1.1,3,1000,1,0.04596686363220215,False,1.0,1.0,1.0,0,0
1010,FCI,10,1.1,3,1000,1,0.02059173583984375,False,-1.0,-1.0,-1.0,-1,-1
1011,MIIC,10,1.1,3,1000,2,0.0065572261810302734,False,0.8888888888888888,0.8,0.8421052631578948,3,5
1012,GHC,10,1.1,3,1000,2,0.041649818420410156,False,0.9,0.9,0.9,2,3
1013,FCI,10,1.1,3,1000,2,0.015844106674194336,False,-1.0,-1.0,-1.0,-1,-1
1014,MIIC,10,1.1,3,1000,3,0.00403594970703125,False,1.0,0.5,0.6666666666666666,5,5
1015,GHC,10,1.1,3,1000,3,0.036926984786987305,False,1.0,0.4,0.5714285714285715,6,7
1016,FCI,10,1.1,3,1000,3,0.00535893440246582,False,-1.0,-1.0,-1.0,-1,-1
1017,MIIC,10,1.1,3,1000,4,0.005654096603393555,False,0.8888888888888888,0.7272727272727273,0.7999999999999999,4,10
1018,GHC,10,1.1,3,1000,4,0.0427098274230957,False,1.0,0.9090909090909091,0.9523809523809523,1,5
1019,FCI,10,1.1,3,1000,4,0.011477947235107422,False,-1.0,-1.0,-1.0,-1,-1
1020,MIIC,10,1.1,4,100,0,0.0032248497009277344,False,0.8,0.36363636363636365,0.5000000000000001,8,8
1021,GHC,10,1.1,4,100,0,0.037999868392944336,False,0.75,0.2727272727272727,0.39999999999999997,9,9
1022,FCI,10,1.1,4,100,0,0.003123044967651367,False,-1.0,-1.0,-1.0,-1,-1
1023,MIIC,10,1.1,4,100,1,0.004595041275024414,False,0.7777777777777778,0.7,0.7368421052631577,5,9
1024,GHC,10,1.1,4,100,1,0.044081926345825195,False,0.7777777777777778,0.7,0.7368421052631577,5,8
1025,FCI,10,1.1,4,100,1,0.005363941192626953,False,-1.0,-1.0,-1.0,-1,-1
1026,MIIC,10,1.1,4,100,2,0.0034508705139160156,False,0.8333333333333334,0.45454545454545453,0.5882352941176471,7,8
1027,GHC,10,1.1,4,100,2,0.03876304626464844,False,0.8333333333333334,0.45454545454545453,0.5882352941176471,7,8
1028,FCI,10,1.1,4,100,2,0.003511190414428711,False,-1.0,-1.0,-1.0,-1,-1
1029,MIIC,10,1.1,4,100,3,0.003047943115234375,False,1.0,0.2727272727272727,0.42857142857142855,8,9
1030,GHC,10,1.1,4,100,3,0.036283254623413086,False,0.75,0.2727272727272727,0.39999999999999997,9,10
1031,FCI,10,1.1,4,100,3,0.0028460025787353516,False,1.0,0.2727272727272727,0.42857142857142855,8,9
1032,MIIC,10,1.1,4,100,4,0.0031890869140625,False,0.75,0.2727272727272727,0.39999999999999997,9,9
1033,GHC,10,1.1,4,100,4,0.03566098213195801,False,0.6666666666666666,0.18181818181818182,0.28571428571428575,10,10
1034,FCI,10,1.1,4,100,4,0.004090070724487305,False,-1.0,-1.0,-1.0,-1,-1
1035,MIIC,10,1.1,4,250,0,0.003902912139892578,False,1.0,0.5454545454545454,0.7058823529411764,5,9
1036,GHC,10,1.1,4,250,0,0.03666090965270996,False,1.0,0.45454545454545453,0.625,6,11
1037,FCI,10,1.1,4,250,0,0.004086017608642578,False,-1.0,-1.0,-1.0,-1,-1
1038,MIIC,10,1.1,4,250,1,0.003509998321533203,False,1.0,0.45454545454545453,0.625,6,7
1039,GHC,10,1.1,4,250,1,0.036520957946777344,False,1.0,0.36363636363636365,0.5333333333333333,7,7
1040,FCI,10,1.1,4,250,1,0.003804922103881836,False,-1.0,-1.0,-1.0,-1,-1
1041,MIIC,10,1.1,4,250,2,0.003777027130126953,False,1.0,0.2727272727272727,0.42857142857142855,8,11
1042,GHC,10,1.1,4,250,2,0.035056114196777344,False,1.0,0.18181818181818182,0.3076923076923077,9,11
1043,FCI,10,1.1,4,250,2,0.003414154052734375,False,-1.0,-1.0,-1.0,-1,-1
1044,MIIC,10,1.1,4,250,3,0.0034990310668945312,False,1.0,0.45454545454545453,0.625,6,10
1045,GHC,10,1.1,4,250,3,0.03660297393798828,False,1.0,0.45454545454545453,0.625,6,10
1046,FCI,10,1.1,4,250,3,0.0030913352966308594,False,-1.0,-1.0,-1.0,-1,-1
1047,MIIC,10,1.1,4,250,4,0.00409698486328125,False,1.0,0.6363636363636364,0.7777777777777778,4,10
1048,GHC,10,1.1,4,250,4,0.03712296485900879,False,1.0,0.5454545454545454,0.7058823529411764,5,8
1049,FCI,10,1.1,4,250,4,0.0052602291107177734,False,-1.0,-1.0,-1.0,-1,-1
1050,MIIC,10,1.1,4,500,0,0.004118919372558594,False,1.0,0.5454545454545454,0.7058823529411764,5,7
1051,GHC,10,1.1,4,500,0,0.03872823715209961,False,0.8571428571428571,0.5454545454545454,0.6666666666666665,6,12
1052,FCI,10,1.1,4,500,0,0.007412910461425781,False,-1.0,-1.0,-1.0,-1,-1
1053,MIIC,10,1.1,4,500,1,0.004103899002075195,False,1.0,0.5454545454545454,0.7058823529411764,5,9
1054,GHC,10,1.1,4,500,1,0.0395510196685791,False,1.0,0.6363636363636364,0.7777777777777778,4,5
1055,FCI,10,1.1,4,500,1,0.004611968994140625,False,-1.0,-1.0,-1.0,-1,-1
1056,MIIC,10,1.1,4,500,2,0.004742860794067383,False,0.8571428571428571,0.5454545454545454,0.6666666666666665,6,7
1057,GHC,10,1.1,4,500,2,0.038700103759765625,False,0.8571428571428571,0.5454545454545454,0.6666666666666665,6,8
1058,FCI,10,1.1,4,500,2,0.01390981674194336,False,-1.0,-1.0,-1.0,-1,-1
1059,MIIC,10,1.1,4,500,3,0.003476858139038086,False,1.0,0.36363636363636365,0.5333333333333333,7,9
1060,GHC,10,1.1,4,500,3,0.03685927391052246,False,1.0,0.36363636363636365,0.5333333333333333,7,10
1061,FCI,10,1.1,4,500,3,0.0044710636138916016,False,-1.0,-1.0,-1.0,-1,-1
1062,MIIC,10,1.1,4,500,4,0.004788875579833984,False,1.0,0.8,0.888888888888889,2,5
1063,GHC,10,1.1,4,500,4,0.039611101150512695,False,1.0,0.7,0.8235294117647058,3,5
1064,FCI,10,1.1,4,500,4,0.008166313171386719,False,-1.0,-1.0,-1.0,-1,-1
1065,MIIC,10,1.1,4,1000,0,0.005054950714111328,False,1.0,0.6363636363636364,0.7777777777777778,4,6
1066,GHC,10,1.1,4,1000,0,0.043470144271850586,False,0.7777777777777778,0.6363636363636364,0.7000000000000001,6,9
1067,FCI,10,1.1,4,1000,0,0.005867958068847656,False,-1.0,-1.0,-1.0,-1,-1
1068,MIIC,10,1.1,4,1000,1,0.0040171146392822266,False,1.0,0.45454545454545453,0.625,6,8
1069,GHC,10,1.1,4,1000,1,0.03936290740966797,False,1.0,0.5454545454545454,0.7058823529411764,5,6
1070,FCI,10,1.1,4,1000,1,0.007189035415649414,False,-1.0,-1.0,-1.0,-1,-1
1071,MIIC,10,1.1,4,1000,2,0.004335880279541016,False,1.0,0.5454545454545454,0.7058823529411764,5,7
1072,GHC,10,1.1,4,1000,2,0.03870677947998047,False,1.0,0.5454545454545454,0.7058823529411764,5,7
1073,FCI,10,1.1,4,1000,2,0.007519960403442383,False,-1.0,-1.0,-1.0,-1,-1
1074,MIIC,10,1.1,4,1000,3,0.0050220489501953125,False,1.0,0.7272727272727273,0.8421052631578948,3,9
1075,GHC,10,1.1,4,1000,3,0.03985190391540527,False,1.0,0.6363636363636364,0.7777777777777778,4,9
1076,FCI,10,1.1,4,1000,3,0.0053577423095703125,False,-1.0,-1.0,-1.0,-1,-1
1077,MIIC,10,1.1,4,1000,4,0.004312038421630859,False,1.0,0.5454545454545454,0.7058823529411764,5,7
1078,GHC,10,1.1,4,1000,4,0.040026187896728516,False,1.0,0.5454545454545454,0.7058823529411764,5,7
1079,FCI,10,1.1,4,1000,4,0.008466005325317383,False,-1.0,-1.0,-1.0,-1,-1
1080,MIIC,10,1.3,2,100,0,0.004229068756103516,False,0.8333333333333334,0.4166666666666667,0.5555555555555556,8,8
1081,GHC,10,1.3,2,100,0,0.03813314437866211,False,0.8,0.3333333333333333,0.47058823529411764,9,10
1082,FCI,10,1.3,2,100,0,0.004770040512084961,False,-1.0,-1.0,-1.0,-1,-1
1083,MIIC,10,1.3,2,100,1,0.003445863723754883,False,0.8333333333333334,0.38461538461538464,0.5263157894736842,9,14
1084,GHC,10,1.3,2,100,1,0.039775848388671875,False,0.75,0.46153846153846156,0.5714285714285714,9,13
1085,FCI,10,1.3,2,100,1,0.0025789737701416016,False,-1.0,-1.0,-1.0,-1,-1
1086,MIIC,10,1.3,2,100,2,0.004438161849975586,False,1.0,0.5454545454545454,0.7058823529411764,5,8
1087,GHC,10,1.3,2,100,2,0.040029048919677734,False,1.0,0.5454545454545454,0.7058823529411764,5,8
1088,FCI,10,1.3,2,100,2,0.004326820373535156,False,-1.0,-1.0,-1.0,-1,-1
1089,MIIC,10,1.3,2,100,3,0.0035839080810546875,False,0.8,0.3333333333333333,0.47058823529411764,9,13
1090,GHC,10,1.3,2,100,3,0.03850889205932617,False,0.6666666666666666,0.3333333333333333,0.4444444444444444,10,14
1091,FCI,10,1.3,2,100,3,0.004522085189819336,False,-1.0,-1.0,-1.0,-1,-1
1092,MIIC,10,1.3,2,100,4,0.0037162303924560547,False,0.8333333333333334,0.38461538461538464,0.5263157894736842,9,10
1093,GHC,10,1.3,2,100,4,0.04182696342468262,False,0.7142857142857143,0.38461538461538464,0.5,10,15
1094,FCI,10,1.3,2,100,4,0.00412297248840332,False,-1.0,-1.0,-1.0,-1,-1
1095,MIIC,10,1.3,2,250,0,0.004246950149536133,False,1.0,0.5384615384615384,0.7000000000000001,6,13
1096,GHC,10,1.3,2,250,0,0.03845381736755371,False,1.0,0.46153846153846156,0.631578947368421,7,13
1097,FCI,10,1.3,2,250,0,0.00542902946472168,False,-1.0,-1.0,-1.0,-1,-1
1098,MIIC,10,1.3,2,250,1,0.00534510612487793,False,0.8888888888888888,0.6153846153846154,0.7272727272727274,6,14
1099,GHC,10,1.3,2,250,1,0.04798269271850586,False,0.8461538461538461,0.8461538461538461,0.8461538461538461,4,11
1100,FCI,10,1.3,2,250,1,0.007353067398071289,False,-1.0,-1.0,-1.0,-1,-1
1101,MIIC,10,1.3,2,250,2,0.0047647953033447266,False,0.7777777777777778,0.5384615384615384,0.6363636363636364,8,13
1102,GHC,10,1.3,2,250,2,0.03904581069946289,False,0.8571428571428571,0.46153846153846156,0.6,8,11
1103,FCI,10,1.3,2,250,2,0.006742000579833984,False,-1.0,-1.0,-1.0,-1,-1
1104,MIIC,10,1.3,2,250,3,0.003641843795776367,False,1.0,0.46153846153846156,0.631578947368421,7,10
1105,GHC,10,1.3,2,250,3,0.03998398780822754,False,1.0,0.46153846153846156,0.631578947368421,7,10
1106,FCI,10,1.3,2,250,3,0.003143787384033203,False,-1.0,-1.0,-1.0,-1,-1
1107,MIIC,10,1.3,2,250,4,0.0057222843170166016,False,1.0,0.8461538461538461,0.9166666666666666,2,7
1108,GHC,10,1.3,2,250,4,0.04500699043273926,False,0.8181818181818182,0.6923076923076923,0.7500000000000001,6,8
1109,FCI,10,1.3,2,250,4,0.009367704391479492,False,-1.0,-1.0,-1.0,-1,-1
1110,MIIC,10,1.3,2,500,0,0.006182193756103516,False,1.0,0.7692307692307693,0.8695652173913044,3,7
1111,GHC,10,1.3,2,500,0,0.04216599464416504,False,0.8181818181818182,0.6923076923076923,0.7500000000000001,6,13
1112,FCI,10,1.3,2,500,0,0.01657700538635254,False,-1.0,-1.0,-1.0,-1,-1
1113,MIIC,10,1.3,2,500,1,0.010259866714477539,False,0.9090909090909091,0.7692307692307693,0.8333333333333333,4,6
1114,GHC,10,1.3,2,500,1,0.044922828674316406,False,0.9230769230769231,0.9230769230769231,0.9230769230769231,2,3
1115,FCI,10,1.3,2,500,1,0.01445913314819336,False,-1.0,-1.0,-1.0,-1,-1
1116,MIIC,10,1.3,2,500,2,0.006725788116455078,False,0.9,0.6923076923076923,0.7826086956521738,5,10
1117,GHC,10,1.3,2,500,2,0.044921159744262695,False,0.9,0.6923076923076923,0.7826086956521738,5,8
1118,FCI,10,1.3,2,500,2,0.012631893157958984,False,-1.0,-1.0,-1.0,-1,-1
1119,MIIC,10,1.3,2,500,3,0.004026889801025391,False,1.0,0.46153846153846156,0.631578947368421,7,12
1120,GHC,10,1.3,2,500,3,0.039923906326293945,False,1.0,0.5384615384615384,0.7000000000000001,6,10
1121,FCI,10,1.3,2,500,3,0.0052700042724609375,False,-1.0,-1.0,-1.0,-1,-1
1122,MIIC,10,1.3,2,500,4,0.005227088928222656,False,0.7,0.5384615384615384,0.608695652173913,9,13
1123,GHC,10,1.3,2,500,4,0.04305720329284668,False,0.75,0.46153846153846156,0.5714285714285714,9,13
1124,FCI,10,1.3,2,500,4,0.0048410892486572266,False,-1.0,-1.0,-1.0,-1,-1
1125,MIIC,10,1.3,2,1000,0,0.006784915924072266,False,1.0,0.8461538461538461,0.9166666666666666,2,4
1126,GHC,10,1.3,2,1000,0,0.04804706573486328,False,0.8,0.9230769230769231,0.8571428571428571,4,14
1127,FCI,10,1.3,2,1000,0,0.029380083084106445,False,-1.0,-1.0,-1.0,-1,-1
1128,MIIC,10,1.3,2,1000,1,0.006947040557861328,False,1.0,0.7692307692307693,0.8695652173913044,3,3
1129,GHC,10,1.3,2,1000,1,0.04388713836669922,False,1.0,0.8461538461538461,0.9166666666666666,2,2
1130,FCI,10,1.3,2,1000,1,0.018673181533813477,False,-1.0,-1.0,-1.0,-1,-1
1131,MIIC,10,1.3,2,1000,2,0.0070362091064453125,False,1.0,0.6923076923076923,0.8181818181818181,4,5
1132,GHC,10,1.3,2,1000,2,0.04406404495239258,False,0.8333333333333334,0.7692307692307693,0.8,5,10
1133,FCI,10,1.3,2,1000,2,0.012283086776733398,False,-1.0,-1.0,-1.0,-1,-1
1134,MIIC,10,1.3,2,1000,3,0.005040168762207031,False,1.0,0.7272727272727273,0.8421052631578948,3,6
1135,GHC,10,1.3,2,1000,3,0.04060697555541992,False,1.0,0.8181818181818182,0.9,2,2
1136,FCI,10,1.3,2,1000,3,0.01078033447265625,False,-1.0,-1.0,-1.0,-1,-1
1137,MIIC,10,1.3,2,1000,4,0.00609898567199707,False,1.0,0.75,0.8571428571428571,3,6
1138,GHC,10,1.3,2,1000,4,0.04507112503051758,False,0.7692307692307693,0.8333333333333334,0.8,5,13
1139,FCI,10,1.3,2,1000,4,0.020596981048583984,False,-1.0,-1.0,-1.0,-1,-1
1140,MIIC,10,1.3,3,100,0,0.0035810470581054688,False,0.8333333333333334,0.38461538461538464,0.5263157894736842,9,13
1141,GHC,10,1.3,3,100,0,0.03679084777832031,False,1.0,0.3076923076923077,0.47058823529411764,9,13
1142,FCI,10,1.3,3,100,0,0.0036606788635253906,False,-1.0,-1.0,-1.0,-1,-1
1143,MIIC,10,1.3,3,100,1,0.0039598941802978516,False,1.0,0.5,0.6666666666666666,6,7
1144,GHC,10,1.3,3,100,1,0.0387420654296875,False,1.0,0.4166666666666667,0.5882352941176471,7,7
1145,FCI,10,1.3,3,100,1,0.004393100738525391,False,-1.0,-1.0,-1.0,-1,-1
1146,MIIC,10,1.3,3,100,2,0.003284931182861328,False,0.8333333333333334,0.38461538461538464,0.5263157894736842,9,13
1147,GHC,10,1.3,3,100,2,0.039093017578125,False,0.5714285714285714,0.3076923076923077,0.4,12,15
1148,FCI,10,1.3,3,100,2,0.0026712417602539062,False,-1.0,-1.0,-1.0,-1,-1
1149,MIIC,10,1.3,3,100,3,0.0027959346771240234,False,1.0,0.23076923076923078,0.375,10,11
1150,GHC,10,1.3,3,100,3,0.036170005798339844,False,1.0,0.23076923076923078,0.375,10,11
1151,FCI,10,1.3,3,100,3,0.0030517578125,False,-1.0,-1.0,-1.0,-1,-1
1152,MIIC,10,1.3,3,100,4,0.002936840057373047,False,0.75,0.23076923076923078,0.3529411764705882,11,12
1153,GHC,10,1.3,3,100,4,0.036435842514038086,False,0.75,0.23076923076923078,0.3529411764705882,11,12
1154,FCI,10,1.3,3,100,4,0.0029189586639404297,False,0.6666666666666666,0.15384615384615385,0.25,12,13
1155,MIIC,10,1.3,3,250,0,0.005506038665771484,False,1.0,0.6923076923076923,0.8181818181818181,4,7
1156,GHC,10,1.3,3,250,0,0.04079484939575195,False,1.0,0.6153846153846154,0.761904761904762,5,7
1157,FCI,10,1.3,3,250,0,0.006912946701049805,False,-1.0,-1.0,-1.0,-1,-1
1158,MIIC,10,1.3,3,250,1,0.003660917282104492,False,1.0,0.46153846153846156,0.631578947368421,7,8
1159,GHC,10,1.3,3,250,1,0.038863182067871094,False,1.0,0.46153846153846156,0.631578947368421,7,8
1160,FCI,10,1.3,3,250,1,0.0054168701171875,False,-1.0,-1.0,-1.0,-1,-1
1161,MIIC,10,1.3,3,250,2,0.004075765609741211,False,0.8333333333333334,0.38461538461538464,0.5263157894736842,9,9
1162,GHC,10,1.3,3,250,2,0.038404226303100586,False,0.8333333333333334,0.38461538461538464,0.5263157894736842,9,9
1163,FCI,10,1.3,3,250,2,0.0032660961151123047,False,1.0,0.38461538461538464,0.5555555555555556,8,8
1164,MIIC,10,1.3,3,250,3,0.003590106964111328,False,0.6,0.23076923076923078,0.33333333333333337,12,14
1165,GHC,10,1.3,3,250,3,0.039060115814208984,False,0.5714285714285714,0.3076923076923077,0.4,12,14
1166,FCI,10,1.3,3,250,3,0.003330230712890625,False,-1.0,-1.0,-1.0,-1,-1
1167,MIIC,10,1.3,3,250,4,0.003972768783569336,False,1.0,0.5384615384615384,0.7000000000000001,6,11
1168,GHC,10,1.3,3,250,4,0.04224586486816406,False,0.8888888888888888,0.6153846153846154,0.7272727272727274,6,10
1169,FCI,10,1.3,3,250,4,0.007112979888916016,False,-1.0,-1.0,-1.0,-1,-1
1170,MIIC,10,1.3,3,500,0,0.0043680667877197266,False,1.0,0.46153846153846156,0.631578947368421,7,8
1171,GHC,10,1.3,3,500,0,0.04064583778381348,False,1.0,0.46153846153846156,0.631578947368421,7,8
1172,FCI,10,1.3,3,500,0,0.005385875701904297,False,-1.0,-1.0,-1.0,-1,-1
1173,MIIC,10,1.3,3,500,1,0.0040209293365478516,False,1.0,0.46153846153846156,0.631578947368421,7,9
